PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25006969","Subtyping attention-deficit/hyperactivity disorder using temperament dimensions: toward biologically based nosologic criteria","Karalunas SL, Fair D, Musser ED, Aykes K, Iyer SP, Nigg JT.","JAMA Psychiatry. 2014 Sep;71(9):1015-24. doi: 10.1001/jamapsychiatry.2014.763.","Karalunas SL","JAMA Psychiatry","2014","2014/07/10","PMC4278404","NIHMS646390","10.1001/jamapsychiatry.2014.763"
"24271555","Concomitant pharmacotherapy of psychotropic medications in EU children and adolescents with attention-deficit/hyperactivity disorder","Sikirica V, Fridman M, Bruno A, Hodgkins P, Erder MH.","Drugs R D. 2013 Dec;13(4):271-80. doi: 10.1007/s40268-013-0034-4.","Sikirica V","Drugs R D","2013","2013/11/26","PMC3851698","","10.1007/s40268-013-0034-4"
"28292624","Differential neuropsychological functioning between adolescents with attention-deficit/hyperactivity disorder with and without conduct disorder","Lin YJ, Gau SS.","J Formos Med Assoc. 2017 Dec;116(12):946-955. doi: 10.1016/j.jfma.2017.02.009. Epub 2017 Mar 11.","Lin YJ","J Formos Med Assoc","2017","2017/03/16","","","10.1016/j.jfma.2017.02.009"
"23115630","A brain-computer interface based attention training program for treating attention deficit hyperactivity disorder","Lim CG, Lee TS, Guan C, Fung DS, Zhao Y, Teng SS, Zhang H, Krishnan KR.","PLoS One. 2012;7(10):e46692. doi: 10.1371/journal.pone.0046692. Epub 2012 Oct 24.","Lim CG","PLoS One","2012","2012/11/02","PMC3480363","","10.1371/journal.pone.0046692"
"23206930","Reward circuit connectivity relates to delay discounting in children with attention-deficit/hyperactivity disorder","Costa Dias TG, Wilson VB, Bathula DR, Iyer SP, Mills KL, Thurlow BL, Stevens CA, Musser ED, Carpenter SD, Grayson DS, Mitchell SH, Nigg JT, Fair DA.","Eur Neuropsychopharmacol. 2013 Jan;23(1):33-45. doi: 10.1016/j.euroneuro.2012.10.015. Epub 2012 Dec 1.","Costa Dias TG","Eur Neuropsychopharmacol","2013","2012/12/05","PMC3581744","NIHMS420608","10.1016/j.euroneuro.2012.10.015"
"23473239","Sleep of children with attention deficit hyperactivity disorder: actigraphic and parental reports","Moreau V, Rouleau N, Morin CM.","Behav Sleep Med. 2014;12(1):69-83. doi: 10.1080/15402002.2013.764526. Epub 2013 Mar 8.","Moreau V","Behav Sleep Med","2014","2013/03/12","","","10.1080/15402002.2013.764526"
"24811203","Cocaine-seeking behavior in a genetic model of attention-deficit/hyperactivity disorder following adolescent methylphenidate or atomoxetine treatments","Jordan CJ, Harvey RC, Baskin BB, Dwoskin LP, Kantak KM.","Drug Alcohol Depend. 2014 Jul 1;140:25-32. doi: 10.1016/j.drugalcdep.2014.04.020. Epub 2014 Apr 28.","Jordan CJ","Drug Alcohol Depend","2014","2014/05/10","PMC4075321","NIHMS591703","10.1016/j.drugalcdep.2014.04.020"
"25359419","Sleep problems predict comorbid externalizing behaviors and depression in young adolescents with attention-deficit/hyperactivity disorder","Becker SP, Langberg JM, Evans SW.","Eur Child Adolesc Psychiatry. 2015 Aug;24(8):897-907. doi: 10.1007/s00787-014-0636-6. Epub 2014 Oct 31.","Becker SP","Eur Child Adolesc Psychiatry","2015","2014/11/01","PMC6526027","NIHMS1028694","10.1007/s00787-014-0636-6"
"28345387","Multimodal treatment in children and adolescents with attention-deficit/hyperactivity disorder: a 6-month follow-up","Duric NS, Assmus J, Gundersen D, Duric Golos A, Elgen IB.","Nord J Psychiatry. 2017 Jul;71(5):386-394. doi: 10.1080/08039488.2017.1305446. Epub 2017 Mar 27.","Duric NS","Nord J Psychiatry","2017","2017/03/28","","","10.1080/08039488.2017.1305446"
"25873090","Cognitive behavioral therapy for adults with attention-deficit hyperactivity disorder: study protocol for a randomized controlled trial","Huang F, Qian Q, Wang Y.","Trials. 2015 Apr 14;16:161. doi: 10.1186/s13063-015-0686-1.","Huang F","Trials","2015","2015/04/16","PMC4399752","","10.1186/s13063-015-0686-1"
"23934136","Sleep, attention, and executive functioning in children with attention-deficit/hyperactivity disorder","Moreau V, Rouleau N, Morin CM.","Arch Clin Neuropsychol. 2013 Nov;28(7):692-9. doi: 10.1093/arclin/act051. Epub 2013 Aug 8.","Moreau V","Arch Clin Neuropsychol","2013","2013/08/13","","","10.1093/arclin/act051"
"26064974","Attention Deficit Hyperactivity Disorder Symptoms, Comorbidities, Substance Use, and Social Outcomes among Men and Women in a Canadian Sample","Vingilis E, Erickson PG, Toplak ME, Kolla NJ, Mann RE, Seeley J, vanderMaas M, Daigle DS.","Biomed Res Int. 2015;2015:982072. doi: 10.1155/2015/982072. Epub 2015 May 3.","Vingilis E","Biomed Res Int","2015","2015/06/12","PMC4433668","","10.1155/2015/982072"
"25817856","Improvement of learning and increase in dopamine level in the frontal cortex by methylphenidate in mice lacking dopamine transporter","Takamatsu Y, Hagino Y, Sato A, Takahashi T, Nagasawa SY, Kubo Y, Mizuguchi M, Uhl GR, Sora I, Ikeda K.","Curr Mol Med. 2015;15(3):245-52. doi: 10.2174/1566524015666150330144018.","Takamatsu Y","Curr Mol Med","2015","2015/03/31","PMC5384353","","10.2174/1566524015666150330144018"
"28723824","A National Profile of Attention-Deficit Hyperactivity Disorder Diagnosis and Treatment Among US Children Aged 2 to 5 Years","Danielson ML, Visser SN, Gleason MM, Peacock G, Claussen AH, Blumberg SJ.","J Dev Behav Pediatr. 2017 Sep;38(7):455-464. doi: 10.1097/DBP.0000000000000477.","Danielson ML","J Dev Behav Pediatr","2017","2017/07/21","PMC5598086","NIHMS901684","10.1097/DBP.0000000000000477"
"26546284","Attention deficit hyperactivity disorder: From parents to children","Vélez-van-Meerbeke A, Talero-Gutiérrez C, Zamora-Miramón I, Guzmán-Ramírez GM.","Neurologia. 2017 Apr;32(3):158-165. doi: 10.1016/j.nrl.2015.09.001. Epub 2015 Nov 3.","Vélez-van-Meerbeke A","Neurologia","2017","2015/11/08","","","10.1016/j.nrl.2015.09.001"
"27461837","Prevalence of sleep disorders and their relationship with core symptoms of inattention and hyperactivity in children with attention-deficit/hyperactivity disorder","Vélez-Galarraga R, Guillén-Grima F, Crespo-Eguílaz N, Sánchez-Carpintero R.","Eur J Paediatr Neurol. 2016 Nov;20(6):925-937. doi: 10.1016/j.ejpn.2016.07.004. Epub 2016 Jul 14.","Vélez-Galarraga R","Eur J Paediatr Neurol","2016","2016/07/28","","","10.1016/j.ejpn.2016.07.004"
"29370538","Exploring longitudinal course and treatment-baseline severity interactions in secondary outcomes of smoking cessation treatment in individuals with attention-deficit hyperactivity disorder","Luo SX, Wall M, Covey L, Hu MC, Scodes JM, Levin FR, Nunes EV, Winhusen T.","Am J Drug Alcohol Abuse. 2018;44(6):653-659. doi: 10.1080/00952990.2017.1416474. Epub 2018 Jan 25.","Luo SX","Am J Drug Alcohol Abuse","2018","2018/01/26","PMC6060016","NIHMS946987","10.1080/00952990.2017.1416474"
"26024216","Analysis of personal and family factors in the persistence of attention deficit hyperactivity disorder: results of a prospective follow-up study in childhood","Miranda A, Colomer C, Fernández MI, Presentación MJ, Roselló B.","PLoS One. 2015 May 29;10(5):e0128325. doi: 10.1371/journal.pone.0128325. eCollection 2015.","Miranda A","PLoS One","2015","2015/05/30","PMC4449179","","10.1371/journal.pone.0128325"
"34180161","Medications for attention-deficit/hyperactivity disorder in Japan: A retrospective cohort study of label compliance","Fife D, Voss EA, Hardin J, Rofael H, Solomon ID, Ryan PB, Stang P.","Neuropsychopharmacol Rep. 2021 Sep;41(3):385-392. doi: 10.1002/npr2.12191. Epub 2021 Jun 28.","Fife D","Neuropsychopharmacol Rep","2021","2021/06/28","PMC8411317","","10.1002/npr2.12191"
"33666114","Adverse Drug Reaction Reporting and Prescribing Trends of Drugs for Attention Deficit Hyperactivity Disorder in Primary Care England, 2010-2019","Hasan SS, Bal N, Baker I, Kow CS, Khan MU.","J Atten Disord. 2022 Feb;26(3):467-475. doi: 10.1177/1087054721997556. Epub 2021 Mar 5.","Hasan SS","J Atten Disord","2022","2021/03/05","PMC8785293","","10.1177/1087054721997556"
"28387843","Child Executive Control as a Moderator of the Longitudinal Association Between Sleep Problems and Subsequent Attention-Deficit/Hyperactivity Disorder Symptoms","Kidwell KM, Hankey M, Nelson JM, Espy KA, Nelson TD.","J Pediatr Psychol. 2017 Nov 1;42(10):1144-1155. doi: 10.1093/jpepsy/jsx071.","Kidwell KM","J Pediatr Psychol","2017","2017/04/08","PMC5896632","","10.1093/jpepsy/jsx071"
"25971862","The genetics and neurobiology of ESSENCE: The third Birgit Olsson lecture","Bourgeron T.","Nord J Psychiatry. 2016;70(1):1-9. doi: 10.3109/08039488.2015.1042519. Epub 2015 May 14.","Bourgeron T","Nord J Psychiatry","2016","2015/05/15","PMC4776682","","10.3109/08039488.2015.1042519"
"25344102","Unmet needs associated with attention-deficit/hyperactivity disorder in eight European countries as reported by caregivers and adolescents: results from qualitative research","Sikirica V, Flood E, Dietrich CN, Quintero J, Harpin V, Hodgkins P, Skrodzki K, Beusterien K, Erder MH.","Patient. 2015 Jun;8(3):269-81. doi: 10.1007/s40271-014-0083-y.","Sikirica V","Patient","2015","2014/10/26","PMC4445478","","10.1007/s40271-014-0083-y"
"29845609","International Classification of Functioning, Disability and Health Core Sets for cerebral palsy, autism spectrum disorder, and attention-deficit-hyperactivity disorder","Schiariti V, Mahdi S, Bölte S.","Dev Med Child Neurol. 2018 Sep;60(9):933-941. doi: 10.1111/dmcn.13922. Epub 2018 May 30.","Schiariti V","Dev Med Child Neurol","2018","2018/05/31","","","10.1111/dmcn.13922"
"22868057","Attention deficit hyperactivity disorder characteristics: II. Clinical correlates of irritable mood","Ambrosini PJ, Bennett DS, Elia J.","J Affect Disord. 2013 Feb 15;145(1):70-6. doi: 10.1016/j.jad.2012.07.014. Epub 2012 Aug 4.","Ambrosini PJ","J Affect Disord","2013","2012/08/08","PMC3496809","NIHMS396611","10.1016/j.jad.2012.07.014"
"28118856","NIRS-based neurofeedback training in a virtual reality classroom for children with attention-deficit/hyperactivity disorder: study protocol for a randomized controlled trial","Blume F, Hudak J, Dresler T, Ehlis AC, Kühnhausen J, Renner TJ, Gawrilow C.","Trials. 2017 Jan 24;18(1):41. doi: 10.1186/s13063-016-1769-3.","Blume F","Trials","2017","2017/01/26","PMC5259870","","10.1186/s13063-016-1769-3"
"27350055","Prevalence of attention deficit hyperactivity disorder and/or autism spectrum disorder and its relation to lifestyle in female college students","Takahashi K, Miyatake N, Kurato R, Takahashi N.","Environ Health Prev Med. 2016 Nov;21(6):455-459. doi: 10.1007/s12199-016-0548-9. Epub 2016 Jun 27.","Takahashi K","Environ Health Prev Med","2016","2016/06/29","PMC5112192","","10.1007/s12199-016-0548-9"
"25154294","Distinct patterns of cortical thinning in concurrent motor and attention disorders","Langevin LM, MacMaster FP, Dewey D.","Dev Med Child Neurol. 2015 Mar;57(3):257-64. doi: 10.1111/dmcn.12561. Epub 2014 Aug 25.","Langevin LM","Dev Med Child Neurol","2015","2014/08/27","","","10.1111/dmcn.12561"
"23582950","[Role of iron in the treatment of attention deficit-hyperactivity disorder]","Soto-Insuga V, Calleja ML, Prados M, Castaño C, Losada R, Ruiz-Falcó ML.","An Pediatr (Barc). 2013 Oct;79(4):230-5. doi: 10.1016/j.anpedi.2013.02.008. Epub 2013 Apr 11.","Soto-Insuga V","An Pediatr (Barc)","2013","2013/04/16","","","10.1016/j.anpedi.2013.02.008"
"29152165","Specificity of executive function and theory of mind performance in relation to attention-deficit/hyperactivity symptoms in autism spectrum disorders","Lukito S, Jones CRG, Pickles A, Baird G, Happé F, Charman T, Simonoff E.","Mol Autism. 2017 Nov 9;8:60. doi: 10.1186/s13229-017-0177-1. eCollection 2017.","Lukito S","Mol Autism","2017","2017/11/21","PMC5680830","","10.1186/s13229-017-0177-1"
"33428463","Psychometric and Normative Information on the Child and Adolescent Behavior Inventory in a Nationally Representative Sample of United States Children","Burns GL, Preszler J, Becker SP.","J Clin Child Adolesc Psychol. 2022 Jul-Aug;51(4):443-452. doi: 10.1080/15374416.2020.1852943. Epub 2021 Jan 11.","Burns GL","J Clin Child Adolesc Psychol","2022","2021/01/11","PMC8272731","NIHMS1650207","10.1080/15374416.2020.1852943"
"26802631","The written expression abilities of adolescents with Attention-Deficit/Hyperactivity Disorder","Molitor SJ, Langberg JM, Evans SW.","Res Dev Disabil. 2016 Apr-May;51-52:49-59. doi: 10.1016/j.ridd.2016.01.005. Epub 2016 Jan 21.","Molitor SJ","Res Dev Disabil","2016","2016/01/24","PMC5134244","NIHMS753704","10.1016/j.ridd.2016.01.005"
"25358916","Patient characteristics associated with treatment initiation among paediatric patients with Attention-Deficit/Hyperactivity Disorder symptoms in a naturalistic setting in Central Europe and East Asia","Hong J, Novick D, Treuer T, Montgomery W, Haynes VS, Wu S, Haro JM.","BMC Psychiatry. 2014 Oct 30;14:304. doi: 10.1186/s12888-014-0304-x.","Hong J","BMC Psychiatry","2014","2014/11/01","PMC4219015","","10.1186/s12888-014-0304-x"
"27264475","Early severe institutional deprivation is associated with a persistent variant of adult attention-deficit/hyperactivity disorder: clinical presentation, developmental continuities and life circumstances in the English and Romanian Adoptees study","Kennedy M, Kreppner J, Knights N, Kumsta R, Maughan B, Golm D, Rutter M, Schlotz W, Sonuga-Barke EJ.","J Child Psychol Psychiatry. 2016 Oct;57(10):1113-25. doi: 10.1111/jcpp.12576. Epub 2016 Jun 6.","Kennedy M","J Child Psychol Psychiatry","2016","2016/06/07","PMC5042050","","10.1111/jcpp.12576"
"26337841","Correlation of EEG with neuropsychological status in children with epilepsy","Hsu DA, Rayer K, Jackson DC, Stafstrom CE, Hsu M, Ferrazzano PA, Dabbs K, Worrell GA, Jones JE, Hermann BP.","Clin Neurophysiol. 2016 Feb;127(2):1196-1205. doi: 10.1016/j.clinph.2015.07.027. Epub 2015 Aug 20.","Hsu DA","Clin Neurophysiol","2016","2015/09/05","PMC4899965","NIHMS720199","10.1016/j.clinph.2015.07.027"
"21255399","Randomised social-skills training and parental training plus standard treatment versus standard treatment of children with attention deficit hyperactivity disorder - the SOSTRA trial protocol","Storebø OJ, Pedersen J, Skoog M, Thomsen PH, Winkel P, Gluud C, Simonsen E.","Trials. 2011 Jan 21;12:18. doi: 10.1186/1745-6215-12-18.","Storebø OJ","Trials","2011","2011/01/25","PMC3038941","","10.1186/1745-6215-12-18"
"25260213","Inattention symptoms and the diagnosis of comorbid attention-deficit/hyperactivity disorder among youth with generalized anxiety disorder","Elkins RM, Carpenter AL, Pincus DB, Comer JS.","J Anxiety Disord. 2014 Dec;28(8):754-60. doi: 10.1016/j.janxdis.2014.09.003. Epub 2014 Sep 17.","Elkins RM","J Anxiety Disord","2014","2014/09/27","PMC4252769","NIHMS628911","10.1016/j.janxdis.2014.09.003"
"26626000","Adolescents with attention deficit hyperactivity disorder and exposure to violence: parents' opinion","Stefanini JR, Scherer ZA, Scherer EA, Cavalin LA, Guazzelli MS.","Rev Lat Am Enfermagem. 2015 Nov-Dec;23(6):1090-6. doi: 10.1590/0104-1169.0249.2653.","Stefanini JR","Rev Lat Am Enfermagem","2015","2015/12/03","PMC4664009","","10.1590/0104-1169.0249.2653"
"26844292","Associations between Inadequate Parenting Practices and Behavioral Problems in Children and Adolescents with Attention Deficit Hyperactivity Disorder","Teixeira MC, Marino RL, Carreiro LR.","ScientificWorldJournal. 2015;2015:683062. doi: 10.1155/2015/683062. Epub 2015 Dec 30.","Teixeira MC","ScientificWorldJournal","2015","2016/02/05","PMC4710942","","10.1155/2015/683062"
"23084704","Exercise improves behavioral, neurocognitive, and scholastic performance in children with attention-deficit/hyperactivity disorder","Pontifex MB, Saliba BJ, Raine LB, Picchietti DL, Hillman CH.","J Pediatr. 2013 Mar;162(3):543-51. doi: 10.1016/j.jpeds.2012.08.036. Epub 2012 Oct 17.","Pontifex MB","J Pediatr","2013","2012/10/23","PMC3556380","NIHMS404992","10.1016/j.jpeds.2012.08.036"
"28332914","Effects of a working memory training program in preschoolers with symptoms of attention-deficit/hyperactivity disorder","Capodieci A, Gola ML, Cornoldi C, Re AM.","J Clin Exp Neuropsychol. 2018 Feb;40(1):17-29. doi: 10.1080/13803395.2017.1307946. Epub 2017 Mar 23.","Capodieci A","J Clin Exp Neuropsychol","2018","2017/03/24","","","10.1080/13803395.2017.1307946"
"27091681","Psychomotor development and learning difficulties in preschool children with probable attention deficit hyperactivity disorder: An epidemiological study in Navarre and La Rioja","Marín-Méndez JJ, Borra-Ruiz MC, Álvarez-Gómez MJ, Soutullo Esperón C.","Neurologia. 2017 Oct;32(8):487-493. doi: 10.1016/j.nrl.2016.02.009. Epub 2016 Apr 15.","Marín-Méndez JJ","Neurologia","2017","2016/04/20","","","10.1016/j.nrl.2016.02.009"
"24731115","Associations of attention-deficit hyperactivity disorder symptom dimensions with smoking deprivation effects in adult smokers","Bidwell LC, Ameringer KJ, Leventhal AM.","Psychol Addict Behav. 2014 Mar;28(1):182-92. doi: 10.1037/a0035369.","Bidwell LC","Psychol Addict Behav","2014","2014/04/16","PMC4183136","NIHMS627971","10.1037/a0035369"
"30096196","Functionally disconnected: A look at how study design influences neurofeedback data and mechanisms in attention-deficit/hyperactivity disorder","Hudak J, Rosenbaum D, Barth B, Fallgatter AJ, Ehlis AC.","PLoS One. 2018 Aug 10;13(8):e0200931. doi: 10.1371/journal.pone.0200931. eCollection 2018.","Hudak J","PLoS One","2018","2018/08/11","PMC6086395","","10.1371/journal.pone.0200931"
"23148496","Neuropsychological performance and attention-deficit hyperactivity disorder subtypes and symptom dimensions","Nikolas MA, Nigg JT.","Neuropsychology. 2013 Jan;27(1):107-20. doi: 10.1037/a0030685. Epub 2012 Nov 12.","Nikolas MA","Neuropsychology","2013","2012/11/15","PMC3582377","NIHMS433348","10.1037/a0030685"
"23398223","Associations between attention deficit hyperactivity disorder symptom domains and DSM-IV lifetime substance dependence","Ameringer KJ, Leventhal AM.","Am J Addict. 2013 Jan;22(1):23-32. doi: 10.1111/j.1521-0391.2013.00325.x.","Ameringer KJ","Am J Addict","2013","2013/02/13","PMC3704563","NIHMS481313","10.1111/j.1521-0391.2013.00325.x"
"28068954","Cognitively and physically demanding exergaming to improve executive functions of children with attention deficit hyperactivity disorder: a randomised clinical trial","Benzing V, Schmidt M.","BMC Pediatr. 2017 Jan 10;17(1):8. doi: 10.1186/s12887-016-0757-9.","Benzing V","BMC Pediatr","2017","2017/01/11","PMC5223426","","10.1186/s12887-016-0757-9"
